url,commit_sha,html_url,title,type,repo_fullname,tag
https://api.github.com/repos/zephyrproject-rtos/zephyr/issues/38601,43b8002b14a7c1a38c19df19955911144c625b5e,https://github.com/zephyrproject-rtos/zephyr/issues/38601,"nucleo_f103rb: samples/posix/eventfd/ failed since ""retargetable locking"" addition","bug,priority: medium,platform: STM32,Regression",zephyrproject-rtos/zephyr,intra
https://api.github.com/repos/zephyrproject-rtos/zephyr/issues/38591,65a2de84a9d5c535167951bf1cf610c4f7967ea5,https://github.com/zephyrproject-rtos/zephyr/issues/38591,"nucleo_f091rc: Linking issue since ""align __data_ram/rom_start/end linker"" (65a2de84a9d5c535167951bf1cf610c4f7967ea5)","bug,priority: medium,platform: STM32,Regression",zephyrproject-rtos/zephyr,intra
https://api.github.com/repos/zephyrproject-rtos/zephyr/issues/38402,6e26512bd5ecf0956cfcf7a52ba219244172241f,https://github.com/zephyrproject-rtos/zephyr/issues/38402,module: MCUboot module missing fixes available upstream,"bug,priority: high,area: MCUBoot,area: Modules",zephyrproject-rtos/zephyr,intra
https://api.github.com/repos/zephyrproject-rtos/zephyr/issues/38362,65e4add74ecae7281299ffb0a90292e6536ccc41,https://github.com/zephyrproject-rtos/zephyr/issues/38362,soc: ti cc13x2-cc26x2: PM standby + radio interaction regression,"bug,priority: medium,area: Power Management,Regression",zephyrproject-rtos/zephyr,intra
https://api.github.com/repos/zephyrproject-rtos/zephyr/issues/38171,d92d1f162af3ba24963f1026fc0a304f1a44d1f3,https://github.com/zephyrproject-rtos/zephyr/pull/38171,soc: esp32: Fix placement for system heap,platform: ESP32,zephyrproject-rtos/zephyr,intra
https://api.github.com/repos/zephyrproject-rtos/zephyr/issues/37838,1cccc8a8feda1b1cbff4a81fbb552b75f0f1ce28,https://github.com/zephyrproject-rtos/zephyr/issues/37838,cmake 3.20 not supportet (yet) by recent Ubuntu,bug,zephyrproject-rtos/zephyr,intra
https://api.github.com/repos/zephyrproject-rtos/zephyr/issues/37346,57690f566e806c4f3cb956ce3594b6907e229fb4,https://github.com/zephyrproject-rtos/zephyr/issues/37346,"STM32WL LoRa increased the current in ""suspend_to_idle"" state","Enhancement,area: Power Management,platform: STM32,area: LoRa",zephyrproject-rtos/zephyr,intra
https://api.github.com/repos/zephyrproject-rtos/zephyr/issues/37324,e45c07cd60d05256c4d33d52a0f164b9908dd6b4,https://github.com/zephyrproject-rtos/zephyr/issues/37324,subsys/mgmt/hawkbit: Unable to finish download if CPU blocking function (i.e. `flash_img_buffered_write`) is used,"bug,priority: low",zephyrproject-rtos/zephyr,intra
https://api.github.com/repos/zephyrproject-rtos/zephyr/issues/37315,1acd8c2996c3a1ae0691247deff8c32519307f17,https://github.com/zephyrproject-rtos/zephyr/pull/37315,kernel: drop unused priority related definitions,"area: Kernel,area: API",zephyrproject-rtos/zephyr,intra
https://api.github.com/repos/zephyrproject-rtos/zephyr/issues/36988,cc2f0e9c08dcad59a4cc0117028a5fcf9d73f433,https://github.com/zephyrproject-rtos/zephyr/pull/36988,STM32: Fix runtime device PM,"area: Boards,area: Devicetree,platform: STM32",zephyrproject-rtos/zephyr,intra
https://api.github.com/repos/zephyrproject-rtos/zephyr/issues/36882,882600834e80d2d3d5db4e61d72f63a8bd997fcc,https://github.com/zephyrproject-rtos/zephyr/issues/36882,MCUMGR: fs upload fail for first time file upload,"bug,priority: low,area: mcumgr,Stale",zephyrproject-rtos/zephyr,intra
https://api.github.com/repos/zephyrproject-rtos/zephyr/issues/36811,fb4d9c04111b145e08fd6848d7a4d595705afafe,https://github.com/zephyrproject-rtos/zephyr/issues/36811,Clarify Z_ APIs naming conventions and intended scope ,"Enhancement,area: API",zephyrproject-rtos/zephyr,intra
https://api.github.com/repos/zephyrproject-rtos/zephyr/issues/36667,882600834e80d2d3d5db4e61d72f63a8bd997fcc,https://github.com/zephyrproject-rtos/zephyr/issues/36667,logger: Filesystem backend doesn't work except for first time boot,"bug,priority: medium,area: Logging",zephyrproject-rtos/zephyr,intra
